numPlayed,heuristicList,remainingTime
209,34.0;34.0;34.0;34.0;33.0;32.0;31.0;30.0;29.0;28.0;27.0;26.0;25.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;23.0;22.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;23.0;22.0;22.0;23.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;23.0;22.0;23.0;23.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;23.0;22.0;23.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;22.0;21.0;21.0;20.0;22.0;22.0;23.0;22.0;21.0;20.0;21.0;21.0;21.0;21.0;21.0;24.0;23.0;23.0;22.0;24.0;24.0;24.0;23.0;23.0;22.0;24.0;23.0;23.0;22.0;24.0;23.0;23.0;22.0;24.0;24.0;24.0;24.0;20.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;25.0;20.0;25.0;20.0;25.0;24.0;25.0;20.0;25.0;24.0;25.0;22.0;25.0;20.0;25.0;20.0;25.0;24.0;25.0;24.0;25.0;20.0;25.0;23.0;22.0;21.0;20.0;22.0;22.0;22.0;22.0;22.0;23.0;20.0;19.0;23.0;23.0;23.0;23.0;22.0;23.0;23.0;25.0;20.0;25.0;25.0;25.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;25.0;24.0;23.0;22.0;21.0;24.0;24.0;25.0;24.0;22.0;21.0;25.0;25.0;26.0;25.0;24.0;22.0;21.0;25.0;25.0;25.0;2.147483647E9,999990.0;999980.0;999970.0;1669.9999999999998;876.9230769230769;632.8571428571429;515.2;445.0;397.3109243697478;361.904761904762;333.85964912280707;310.5333333333333;277.964824120603;253.5555555555556;233.90894819466246;217.23076923076923;214.4701986754967;215.2325581395349;218.54922279792743;223.83177570093454;230.70212765957444;250.37533512064357;264.8528490920476;274.06720741599077;278.32446808510633;289.95351925630814;302.44382022471916;315.74204946996474;329.8062987736902;344.6031746031746;373.77416860015467;396.7014406358669;412.84191829484905;422.1476510067115;439.882100750268;458.25925925925935;477.26706231454;496.89523809523814;517.1349862258954;555.5434782608693;585.8799611066914;617.0222682547903;638.8663663663665;651.2154607890113;674.4601811005341;698.2882882882882;722.6948028281943;747.6753081172972;773.2258731142797;822.6600985221676;861.2510088781275;900.7142857142858;954.6131597975414;1010.2508820070559;1052.399768696993;1079.9349593495936;1092.6804123711338;1121.6402116402119;1151.165031836173;1181.2500000000002;1211.8906942392912;1243.0830927173558;1309.0638502160346;1358.7863463969657;1428.3533060023128;1499.9874134675897;1573.7111459968605;1627.3486257491218;1659.4623655913983;1669.9882766705746;1703.6334958416978;1737.8439079169002;1772.6134176519108;1807.936422413793;1843.8077634011092;1928.2039091389324;1989.493919183994;2078.0272108843537;2169.0106007067134;2233.4629005787333;2269.6317927882183;2277.5308033514043;2315.298360127322;2353.6275207591943;2392.51193664842;2431.9457151570596;2471.923379395573;2542.8762541806;2583.548057259715;2624.7576997630836;2635.2302045097013;2709.4319444444454;2784.707708225556;2895.1141552511417;2972.7891156462583;3015.571776155719;3023.3567124370243;3067.6299753662643;3112.4260411680225;3157.740901376579;3203.5707872821276;3249.9121522694004;3411.03896103896;3537.6726279185295;3667.634680134681;3756.5240840617453;3938.6401936741504;4128.631578947367;4326.870266071082;4477.223088923558;4631.339338163305;4728.961493582263;4952.229462875198;5118.094388260958;5288.007765830346;5390.518547802595;5641.527415143603;5824.078257361841;6010.982377962324;6117.845659163987;6399.599509603597;6694.1119423663085;7002.071881606766;7324.216867469877;7220.2034883720935;7549.881656804733;7894.8752151462995;8256.056091148115;8634.361607142857;9030.800727934487;9446.461038961037;9882.516556291392;10523.390557939914;10265.682778038481;10930.323679727428;10656.8156424581;11345.748500583664;11871.494819930931;12662.621857362752;12287.748452264585;13105.215456972166;13720.39001560063;14666.12964469759;14741.025641025639;15776.00809264684;15189.832805350226;16253.671724137934;15645.438413361171;16738.54038819946;17543.344519015656;18824.961876832844;19757.253012048186;21275.498652291095;20229.626334519566;21777.104797585594;22303.354231974932;22263.569344186755;21689.372549019543;20678.774834437085;20694.577006507596;20714.446517412933;20738.207547169808;20765.695876288646;20796.75794455715;21292.236657750615;20424.870067372474;19264.15361670395;19722.81474820145;20190.459783099872;20667.249470178624;21153.347786398903;21207.917228969865;21703.511924946313;22208.75482844807;23718.567860116564;22754.577897735817;24298.731747527087;26001.374196737524;27887.26295718494;29235.22483940043;30671.163816878106;32203.371255214268;33841.20963006458;35595.29126213592;37477.694078258945;39502.223667100116;41684.73364801075;45585.23533671248;48287.09519321393;49340.219863533;48597.874218462675;46275.2486187845;48960.35925992454;51880.655185323834;57300.4977651361;61029.093231162224;59763.006710490066;56325.1260504202;62397.7579034942;69669.25418569252;82809.21354305527;95026.29362214202;103514.72043010763;99091.98538367846;89764.10291315007;103509.59234095106;121540.92757759521;146220.13513513556;997910.0
1,37.0;37.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,33.0;33.0,999990.0
1,33.0;33.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
1,34.0;34.0,999990.0
