numPlayed,heuristicList,remainingTime
10,73.0;71.0;70.0;69.0;69.0;69.0;69.0;68.0;67.0;66.0;2.147483647E9,3550.0;4655.555555555556;5292.307692307692;6840.0;8845.67901234568;11229.411764705883;11856.25;11504.761904761903;10838.613861386137;999000.0
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
6,73.0;72.0;71.0;70.0;70.0;70.0;70.0,7200.0;7100.0;7000.0;8700.0;11045.454545454544;13871.428571428572
